Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Paper,136,Composting,Kolkata,2023
Paper,148,Composting,Bhopal,2023
Paper,162,Recycling,Kolkata,2023
Plastic,98,Recycling,Mumbai,2021
Plastic,86,Landfill,Delhi,2023
Organic,187,Composting,Pune,2023
Paper,165,Landfill,Bhopal,2022
Plastic,89,Recycling,Kolkata,2023
Organic,155,Composting,Ahmedabad,2022
Organic,187,Composting,Pune,2023
Plastic,85,Recycling,Mumbai,2021
Paper,99,Recycling,Kolkata,2023
Organic,191,Composting,Pune,2023
Plastic,95,Recycling,Mumbai,2023
Paper,80,Recycling,Mumbai,2023
Paper,82,Recycling,Luckhnow,2021
Plastic,96,Landfill,Delhi,2023
Plastic,92,Recycling,Delhi,2023
Organic,156,Composting,Ahmedabad,2023
Paper,155,Landfill,Kolkata,2021
Plastic,89,Landfill,Delhi,2021
Organic,123,Composting,Bhubaneshwar,2023
Organic,138,Composting,Bhubaneshwar,2022
Plastic,89,Recycling,Kolkata,2023
Paper,144,Recycling,Kolkata,2023
Organic,162,Composting,Pune,2023
Plastic,98,Recycling,Bangalore,2023
Paper,139,Landfill,Kolkata,2022
Plastic,84,Recycling,Kolkata,2023
Paper,118,Landfill,Delhi,2021
Paper,136,Recycling,Luckhnow,2022
Paper,166,Recycling,Kolkata,2023
Organic,149,Composting,Ahmedabad,2023
Organic,197,Composting,Pune,2022
Plastic,162,Recycling,Mumbai,2023
Plastic,91,Recycling,Bangalore,2023
Paper,89,Recycling,Bhopal,2021
Plastic,88,Landfill,Kolkata,2021
Organic,200,Composting,Ahmedabad,2022
Organic,190,Composting,Pune,2023
Plastic,129,Recycling,Bangalore,2023
Plastic,80,Recycling,Mumbai,2023
Organic,200,Composting,Pune,2022
Plastic,102,Recycling,Kolkata,2023
Organic,165,Composting,Bhubaneshwar,2022
Paper,81,Landfill,Luckhnow,2021
Paper,140,Recycling,Bhopal,2022
Plastic,94,Recycling,Mumbai,2023
Plastic,162,Recycling,Kolkata,2023
Plastic,121,Landfill,Delhi,2021
Paper,93,Recycling,Luckhnow,2023
Organic,153,Composting,Ahmedabad,2023
Plastic,169,Landfill,Delhi,2021
Organic,200,Composting,Bhubaneshwar,2022
Organic,150,Composting,Ahmedabad,2022
Paper,185,Recycling,Bhopal,2022
Paper,93,Landfill,Bhopal,2022
Plastic,84,Recycling,Bangalore,2023
Organic,177,Composting,Pune,2023
Paper,144,Recycling,Kolkata,2023
Organic,185,Composting,Bhubaneshwar,2023
Organic,180,Composting,Ahmedabad,2023
Organic,180,Composting,Bhubaneshwar,2023
Plastic,80,Recycling,Luckhnow,2023
Plastic,126,Landfill,Bhopal,2021
Plastic,93,Recycling,Bangalore,2022
Plastic,99,Recycling,Bangalore,2021
Plastic,103,Recycling,Mumbai,2023
Paper,80,Recycling,Luckhnow,2021
Paper,113,Recycling,Luckhnow,2022
Organic,187,Composting,Ahmedabad,2023
Paper,86,Recycling,Kolkata,2023
Plastic,181,Recycling,Bangalore,2023
Paper,95,Landfill,Delhi,2021
Paper,102,Recycling,Kolkata,2021
Organic,200,Composting,Pune,2022
Plastic,99,Landfill,Bhopal,2022
Paper,83,Recycling,Kolkata,2022
Plastic,122,Landfill,Delhi,2021
Organic,200,Composting,Pune,2022
Plastic,80,Recycling,Bangalore,2021
Plastic,101,Landfill,Bhopal,2021
Plastic,115,Landfill,Bhubaneshwar,2023
Plastic,81,Recycling,Bangalore,2023
Paper,80,Recycling,Luckhnow,2021
Paper,86,Recycling,Bhopal,2022
Plastic,94,Recycling,Bangalore,2023
Organic,184,Composting,Bhubaneshwar,2023
Organic,162,Composting,Pune,2023
Organic,162,Composting,Ahmedabad,2023
Plastic,80,Recycling,Mumbai,2023
Paper,80,Recycling,Luckhnow,2021
Paper,131,Recycling,Kolkata,2022
Organic,120,Composting,Bhubaneshwar,2023
Paper,95,Recycling,Luckhnow,2023
Plastic,179,Recycling,Luckhnow,2023
Plastic,106,Landfill,Delhi,2021
Paper,100,Recycling,Bangalore,2023
Plastic,109,Recycling,Mumbai,2023
Plastic,101,Recycling,Mumbai,2023
Plastic,97,Landfill,Delhi,2021
Plastic,100,Recycling,Luckhnow,2023
Plastic,90,Landfill,Delhi,2023
Organic,200,Composting,Ahmedabad,2022
Plastic,102,Recycling,Delhi,2023
Plastic,124,Landfill,Delhi,2021
Paper,119,Landfill,Delhi,2021
Plastic,93,Recycling,Bangalore,2021
Paper,94,Recycling,Luckhnow,2023
Paper,80,Recycling,Delhi,2023
Paper,83,Landfill,Bhopal,2022
Plastic,158,Recycling,Mumbai,2023
Organic,165,Composting,Ahmedabad,2022
Plastic,94,Recycling,Mumbai,2023
Paper,104,Landfill,Bhopal,2023
Organic,191,Composting,Pune,2022
Plastic,145,Recycling,Bangalore,2023
Organic,142,Composting,Bhubaneshwar,2023
Paper,133,Recycling,Kolkata,2022
Paper,80,Recycling,Mumbai,2023
Organic,145,Composting,Bhubaneshwar,2022
Plastic,104,Recycling,Bangalore,2021
Paper,80,Landfill,Luckhnow,2022
Organic,170,Composting,Ahmedabad,2023
Plastic,80,Recycling,Bangalore,2023
Plastic,102,Recycling,Bangalore,2021
Organic,200,Composting,Pune,2022
Plastic,89,Recycling,Delhi,2023
Paper,176,Recycling,Mumbai,2023
Organic,134,Composting,Bhubaneshwar,2023
Paper,80,Recycling,Bangalore,2021
Organic,198,Composting,Bhubaneshwar,2023
Paper,161,Landfill,Bhopal,2022
Paper,87,Recycling,Luckhnow,2021
Organic,200,Composting,Pune,2022
Organic,158,Composting,Pune,2023
Organic,163,Composting,Ahmedabad,2023
Plastic,107,Recycling,Kolkata,2023
Paper,155,Recycling,Kolkata,2023
Paper,94,Recycling,Kolkata,2023
Plastic,80,Recycling,Bangalore,2023
Paper,108,Landfill,Bhopal,2022
Plastic,96,Recycling,Mumbai,2023
Paper,147,Recycling,Bhopal,2023
Plastic,121,Landfill,Delhi,2021
Organic,161,Composting,Ahmedabad,2022
Paper,105,Recycling,Bhopal,2022
Plastic,119,Landfill,Bangalore,2021
Paper,80,Landfill,Mumbai,2022
Paper,182,Landfill,Kolkata,2023
Organic,191,Composting,Bhubaneshwar,2023
Organic,200,Composting,Pune,2022
Plastic,107,Landfill,Mumbai,2023
Plastic,90,Recycling,Bangalore,2021
Organic,200,Composting,Pune,2023
Organic,181,Composting,Pune,2022
Organic,141,Composting,Ahmedabad,2023
Paper,89,Recycling,Bhopal,2021
Paper,104,Landfill,Bhopal,2022
Plastic,111,Landfill,Delhi,2021
Organic,173,Composting,Ahmedabad,2022
Plastic,102,Recycling,Bangalore,2023
Plastic,100,Landfill,Delhi,2021
Plastic,87,Recycling,Luckhnow,2023
Plastic,99,Landfill,Delhi,2021
Paper,84,Recycling,Luckhnow,2023
Organic,159,Composting,Bhubaneshwar,2022
Plastic,108,Landfill,Delhi,2021
Paper,101,Recycling,Bhopal,2022
Paper,87,Landfill,Bhopal,2023
Paper,142,Recycling,Luckhnow,2023
Plastic,117,Landfill,Delhi,2021
Paper,84,Recycling,Luckhnow,2023
Organic,164,Composting,Ahmedabad,2022
Organic,171,Composting,Bhubaneshwar,2022
Organic,149,Composting,Bhubaneshwar,2023
Plastic,86,Recycling,Mumbai,2023
Paper,131,Recycling,Bangalore,2021
Plastic,108,Landfill,Delhi,2021
Plastic,94,Recycling,Bangalore,2021
Organic,108,Composting,Bhubaneshwar,2023
Paper,112,Landfill,Kolkata,2021
Plastic,169,Recycling,Delhi,2023
Paper,176,Composting,Ahmedabad,2021
Plastic,109,Recycling,Mumbai,2021
Paper,171,Composting,Kolkata,2023
Paper,152,Recycling,Kolkata,2023
Paper,92,Landfill,Bhopal,2022
Paper,100,Recycling,Bhopal,2022
Plastic,88,Recycling,Bangalore,2023
Organic,161,Composting,Ahmedabad,2023
Plastic,149,Landfill,Bhopal,2022
Organic,167,Composting,Pune,2022
Plastic,80,Recycling,Kolkata,2023
Organic,200,Composting,Bhubaneshwar,2022
Paper,117,Landfill,Kolkata,2022
Plastic,181,Landfill,Bhubaneshwar,2023
Organic,193,Composting,Pune,2022
Paper,83,Recycling,Luckhnow,2021
Paper,162,Recycling,Luckhnow,2022
Paper,169,Recycling,Delhi,2023
Plastic,115,Landfill,Bhopal,2021
Plastic,110,Landfill,Delhi,2021
Plastic,105,Landfill,Delhi,2022
Organic,187,Composting,Pune,2023
Organic,181,Composting,Ahmedabad,2023
