Type of waste,Quantity (kg),Disposal method,Geographic location,Time period
Organic,52,Landfill,Pimpri-Chinchwad,2024
Organic,161,Recycling,Nagpur,2020
Plastic,129,Composting,Chennai,2021
Organic,52,Composting,Ahmedabad,2020
Plastic,58,Composting,Varanasi,2021
Organic,189,Recycling,Visakhapatnam,2022
Plastic,112,Recycling,Bangalore,2021
Plastic,197,Recycling,Nagpur,2020
Paper,150,Landfill,Pune,2021
Plastic,198,Composting,Chennai,2020
Organic,140,Composting,Surat,2020
Organic,233,Recycling,Faridabad,2022
Organic,201,Composting,Kanpur,2020
Plastic,70,Landfill,Ghaziabad,2022
Organic,180,Recycling,Lucknow,2021
Plastic,225,Recycling,Lucknow,2020
Organic,174,Recycling,Faridabad,2021
Organic,107,Recycling,Nagpur,2020
Paper,149,Composting,Thane,2021
Paper,122,Composting,Vasai-Virar,2024
Plastic,80,Composting,Rajkot,2021
Organic,169,Recycling,Vadodara,2021
Organic,257,Recycling,Nashik,2020
Plastic,167,Composting,Kanpur,2020
Organic,190,Recycling,Rajkot,2020
Organic,138,Landfill,Vasai-Virar,2023
Organic,145,Recycling,Pimpri-Chinchwad,2022
Organic,231,Recycling,Ludhiana,2020
Plastic,188,Landfill,Rajkot,2024
Organic,88,Recycling,Kanpur,2020
Plastic,117,Composting,Ahmedabad,2020
Organic,80,Composting,Mumbai,2020
Organic,270,Recycling,Patna,2021
Paper,234,Composting,Nagpur,2020
Plastic,199,Landfill,Surat,2020
Plastic,52,Landfill,Pune,2024
Organic,231,Recycling,Surat,2021
Plastic,110,Recycling,Faridabad,2020
Organic,113,Recycling,Lucknow,2021
Paper,85,Recycling,Ahmedabad,2024
Organic,70,Recycling,Varanasi,2022
Paper,113,Landfill,Mumbai,2021
Organic,151,Recycling,Varanasi,2023
Paper,153,Composting,Surat,2020
Plastic,127,Composting,Nagpur,2020
Paper,132,Composting,Hyderabad,2022
Plastic,237,Composting,Bangalore,2023
Plastic,189,Landfill,Bhopal,2020
Organic,235,Recycling,Nashik,2021
Paper,167,Composting,Delhi,2020
Paper,196,Recycling,Pune,2020
Plastic,124,Landfill,Visakhapatnam,2022
Organic,131,Recycling,Nagpur,2022
Paper,271,Composting,Hyderabad,2020
Plastic,267,Recycling,Jaipur,2022
Organic,245,Recycling,Kalyan-Dombivli,2020
Plastic,168,Composting,Kalyan-Dombivli,2021
Plastic,265,Composting,Jaipur,2022
Paper,252,Landfill,Surat,2023
Paper,122,Composting,Mumbai,2021
Organic,209,Recycling,Kanpur,2020
Plastic,106,Landfill,Pune,2022
Paper,145,Landfill,Rajkot,2024
Organic,246,Composting,Visakhapatnam,2020
Plastic,116,Composting,Indore,2020
Organic,269,Recycling,Patna,2020
Organic,124,Recycling,Vasai-Virar,2022
Plastic,121,Recycling,Faridabad,2020
Organic,52,Landfill,Surat,2022
Paper,209,Composting,Mumbai,2020
Plastic,165,Composting,Pune,2023
Paper,212,Recycling,Kolkata,2021
Paper,239,Composting,Nagpur,2021
Organic,144,Recycling,Meerut,2022
Organic,269,Recycling,Lucknow,2020
Paper,236,Landfill,Kalyan-Dombivli,2022
Plastic,260,Recycling,Vadodara,2021
Organic,229,Recycling,Hyderabad,2021
Organic,125,Recycling,Agra,2022
Plastic,279,Recycling,Nashik,2020
Paper,80,Landfill,Pimpri-Chinchwad,2020
Paper,274,Recycling,Kolkata,2022
Organic,250,Composting,Nagpur,2020
Plastic,120,Recycling,Vadodara,2021
Organic,78,Recycling,Ahmedabad,2021
Organic,139,Composting,Meerut,2021
Paper,144,Recycling,Thane,2021
Organic,61,Recycling,Jaipur,2021
Organic,53,Recycling,Vasai-Virar,2020
Organic,111,Recycling,Surat,2021
Organic,67,Composting,Faridabad,2021
Plastic,106,Landfill,Faridabad,2020
Paper,121,Landfill,Ahmedabad,2020
Plastic,52,Composting,Thane,2023
Organic,84,Recycling,Meerut,2022
Paper,185,Composting,Hyderabad,2020
Organic,119,Recycling,Vasai-Virar,2020
Organic,144,Composting,Delhi,2020
Plastic,52,Composting,Kanpur,2022
Organic,230,Composting,Meerut,2020
Organic,102,Recycling,Chennai,2020
Organic,160,Recycling,Lucknow,2020
Organic,127,Recycling,Vadodara,2020
Plastic,170,Recycling,Chennai,2022
Organic,202,Recycling,Nagpur,2020
Organic,118,Recycling,Agra,2020
Plastic,197,Composting,Ahmedabad,2020
Organic,108,Recycling,Lucknow,2020
Plastic,201,Composting,Surat,2020
Plastic,64,Landfill,Kalyan-Dombivli,2020
Plastic,187,Recycling,Indore,2022
Organic,149,Composting,Varanasi,2022
Plastic,181,Recycling,Pune,2023
Organic,55,Recycling,Vasai-Virar,2020
Plastic,249,Composting,Jaipur,2022
Plastic,58,Composting,Chennai,2020
Organic,251,Recycling,Lucknow,2020
Paper,224,Recycling,Nashik,2020
Paper,103,Landfill,Patna,2023
Plastic,121,Composting,Rajkot,2020
Paper,177,Composting,Pune,2022
Paper,145,Recycling,Mumbai,2023
Organic,52,Landfill,Meerut,2020
Organic,106,Recycling,Lucknow,2020
Plastic,125,Composting,Ghaziabad,2023
Plastic,82,Composting,Faridabad,2022
Organic,271,Recycling,Nashik,2020
Paper,236,Composting,Varanasi,2022
Paper,142,Composting,Kanpur,2020
Plastic,172,Composting,Chennai,2021
Organic,52,Landfill,Hyderabad,2021
Paper,263,Composting,Ahmedabad,2020
Organic,219,Recycling,Faridabad,2020
Organic,243,Composting,Ahmedabad,2020
Organic,251,Recycling,Faridabad,2020
Organic,133,Recycling,Surat,2020
Organic,169,Recycling,Ahmedabad,2020
Organic,251,Recycling,Kalyan-Dombivli,2020
Organic,240,Recycling,Lucknow,2020
Plastic,218,Landfill,Hyderabad,2022
Organic,100,Recycling,Hyderabad,2020
Organic,115,Recycling,Delhi,2023
Plastic,100,Recycling,Pimpri-Chinchwad,2022
Organic,116,Recycling,Kalyan-Dombivli,2022
Organic,80,Composting,Visakhapatnam,2020
Paper,181,Composting,Thane,2021
Organic,83,Composting,Vasai-Virar,2020
Plastic,61,Landfill,Rajkot,2020
Organic,216,Recycling,Nagpur,2020
Plastic,204,Landfill,Kanpur,2023
Organic,213,Landfill,Kalyan-Dombivli,2020
Paper,235,Recycling,Bhopal,2022
Organic,56,Landfill,Patna,2022
Organic,105,Composting,Thane,2020
Plastic,52,Composting,Lucknow,2022
Organic,270,Recycling,Bhopal,2022
Plastic,70,Recycling,Pune,2023
Organic,67,Landfill,Vadodara,2020
Plastic,221,Composting,Jaipur,2021
Organic,189,Recycling,Thane,2020
Organic,114,Recycling,Pune,2020
Paper,230,Composting,Faridabad,2023
Organic,165,Recycling,Mumbai,2020
Plastic,69,Recycling,Lucknow,2023
Organic,170,Recycling,Faridabad,2020
Organic,103,Composting,Jaipur,2020
Plastic,234,Composting,Chennai,2021
Plastic,192,Recycling,Surat,2023
Organic,250,Recycling,Patna,2020
Organic,111,Recycling,Meerut,2023
Paper,270,Composting,Visakhapatnam,2020
Plastic,52,Landfill,Meerut,2023
Plastic,53,Recycling,Chennai,2020
Organic,253,Recycling,Lucknow,2020
Organic,106,Recycling,Agra,2020
Organic,115,Landfill,Meerut,2023
Plastic,185,Landfill,Agra,2020
Organic,76,Recycling,Meerut,2023
Paper,148,Recycling,Hyderabad,2024
Paper,291,Composting,Agra,2020
Plastic,255,Composting,Nashik,2021
Organic,181,Recycling,Surat,2021
Organic,57,Recycling,Nagpur,2021
Organic,274,Recycling,Meerut,2022
Organic,52,Recycling,Nashik,2020
Organic,102,Composting,Nagpur,2022
Paper,236,Composting,Chennai,2022
Organic,122,Recycling,Nagpur,2020
Paper,160,Recycling,Rajkot,2020
Plastic,156,Recycling,Visakhapatnam,2022
Plastic,131,Recycling,Patna,2023
Organic,223,Composting,Kalyan-Dombivli,2020
Organic,84,Recycling,Rajkot,2020
Organic,160,Recycling,Meerut,2021
Paper,101,Landfill,Indore,2020
Plastic,53,Recycling,Pimpri-Chinchwad,2020
Plastic,235,Composting,Indore,2020
Paper,253,Composting,Indore,2021
Paper,67,Composting,Chennai,2020
Organic,132,Composting,Mumbai,2020
Organic,118,Recycling,Indore,2020
Organic,88,Recycling,Lucknow,2020
Plastic,115,Composting,Surat,2021
Organic,164,Recycling,Agra,2024
Paper,220,Composting,Indore,2020
Paper,131,Composting,Lucknow,2020
